date,time,query,response
2022-10-25,14:30:06,i am so sad,"Let me refresh your mood then, have a look here"""
2022-10-25,14:30:07,i am so sad,Kshitij
2022-10-25,14:30:13,i am so sad,https://i.imgur.com/nGF1K8f.jpg
2022-10-25,14:30:24,i am feeling happy now,"Oops!, can I help?"
2022-10-25,14:30:36,i am so tensed,Here is something to cheer you up:
2022-10-25,14:30:37,i am so tensed,Kshitij
2022-10-25,14:30:43,i am so tensed,https://i.imgur.com/nGF1K8f.jpg
2022-10-25,14:31:10,entered,entered
2022-10-25,14:04:28,entered,entered
2022-10-25,14:05:51,entered,entered
2022-10-25,14:13:14,what is your purpose,I am here to help you with your daily activities.
2022-10-25,14:13:27,i am so sad,Is there anything I can help you with?
2022-10-25,14:13:48,ho pardesh,"How can I amaze you?"""
2022-10-25,14:14:09,test,Thankyou for visiting us!
2022-10-25,14:14:24,different,I am sorry to hear that. How can I help
2022-10-26,07:02:53,entered,entered
2022-10-26,07:04:22,what is my purpose,I am here to help you.
2022-10-26,07:04:32,i am so sad,"oh!, sorry to hear that. How can I help"
2022-10-26,07:04:41,i am so tense,Something went wrong?
2022-11-01,11:07:04,entered,entered
2022-11-01,11:07:44,what is stress,Stress is your body's reaction to a challenge or demand. In short bursts
2022-11-01,11:08:58,i am unable to sleep,"If you are facing it from 2-3 week.
 You have to visit Doctor!!!"
2022-11-01,11:09:19,please play,Enjoy Academics !! Complete Academic work as challenges!!
2022-11-01,11:09:51,have it all,"Try to Explore new things and skills
Play Games"
2022-11-01,11:09:59,karna,what else can I do unknown ?
2022-11-01,11:10:12,mark on the assignment,Make TO DO list and go through it Strictly
2022-11-01,11:10:23,mobile addiction,You just stop multitasking
2022-11-01,11:10:48,i am a boy,I am your personal assistant.
2022-11-01,11:11:01,show,"just, analyzing the data ,what about you ?"
2022-11-01,11:11:40,candy crush,Try to figure out patiently.
2022-11-01,11:11:53,rutuja,"If you want to solve a problem, you need to comprehend it first."
2022-11-01,11:12:19,1100,Anything else you want me to do unknown ?
2022-11-01,11:12:37,what a feeling nervous,Sleep  hygiene  must  be  maintained. Stimulants  must  be  avoided  before  sleep.
2022-11-01,11:12:56,i feel very sleepy,"Oops!, can I help?"
2022-11-01,11:13:04,yes,what else you want me to do?
2022-11-01,11:49:54,entered,entered
2022-11-01,11:50:38,hai,what else you want me to do?
2022-11-01,11:52:07,i am unable to sleep,Drink enough water to relax your digestive System.
2022-11-01,11:55:10,entered,entered
2022-11-01,11:55:41,i am so tensed,Something went wrong?
2022-11-01,11:55:54,i am unable to sleep,Drink enough water to relax your digestive System.
2022-11-01,11:57:19,entered,entered
2022-11-01,12:01:17,entered,entered
2022-11-01,12:03:16,entered,entered
2022-11-01,21:06:16,entered,entered
2022-11-01,21:07:29,entered,entered
2022-11-01,21:09:50,i am unable to sleep,Drink enough water to relax your digestive System.
2022-11-01,21:09:59,i am sorry,Something went wrong?
2022-11-01,21:10:15,what is stress,Stress is the  physiological and behavioural response by an individual whenthey perceive a lack of equilibrium between the demands placed upon them and their ability to meet those demands
2022-11-01,21:11:18,i am unable to sleep,Drink enough water to relax your digestive System.
2022-11-01,21:11:29,i am so nervous,That's great!
2022-11-01,21:12:27,are,I am ready for the next one
2022-11-01,21:21:21,entered,entered
2022-11-01,21:23:14,entered,entered
2022-11-01,21:25:28,entered,entered
2022-11-01,21:27:17,entered,entered
2022-11-01,21:29:34,phone,"Rethink how you spend your spare time , you may get solution."
2022-11-01,21:30:32,hai,You want me to do something else ?
2022-11-01,21:31:09,current,"Nice time, meeting you unknown"
2022-11-01,21:34:23,entered,entered
2022-11-01,21:35:13,hello conference,Hey! How are you doing?
2022-11-01,21:35:27,i can't focus,"Empathy- humor, drug treatment and clinical monitoring can be helpful for aggressive persons suffering from Psychiatric disorder."
2022-11-01,21:40:13,heart broken,Try to figure out patiently.
2022-11-01,21:40:26,there complication,Try to figure out patiently.
2022-11-01,21:40:35,are yaar,I am here to help you.
2022-11-01,21:40:59,dehradun,"How can I amaze you?"""
2022-11-01,21:41:08,no,what's the plan now?
2022-11-01,21:41:17,movie now,What else unknown ?
2022-11-01,21:41:29,jassi gill,"Follow Proper Routine.
 Make proper Timetable"
2022-11-01,21:41:40,i have no friends,Explore Social media.
2022-11-01,21:43:11,entered,entered
2022-11-01,21:43:54,i have it my call my friend,Simply walk away if feeling uncomfortable.
2022-11-01,21:44:12,i can't,"Empathy- humor, drug treatment and clinical monitoring can be helpful for aggressive persons suffering from Psychiatric disorder."
2022-11-01,21:44:27,i am suffering from mobile addiction,"Follow Proper Routine.
 Make proper Timetable"
2022-11-01,21:47:22,entered,entered
2022-11-01,21:47:47,entered,entered
2022-11-01,21:48:41,i am unable to sleep,"If you are facing it from 2-3 week.
 You have to visit Doctor!!!"
2022-11-01,21:49:20,sadhguru,I am sorry to hear that. How can I help
2022-11-01,21:49:47,entered,entered
2022-11-01,21:50:14,entered,entered
2022-11-01,21:51:03,entered,entered
2022-11-01,21:51:37,i have to let,"Rethink how you spend your spare time , you may get solution."
2022-11-01,21:51:51,help,"Hi there, how can I help"
2022-11-01,21:52:03,i have no company,"Talk to parents, You will feel energy."
2022-11-01,21:52:27,i am addicted with social media,Pair The Pomodoro Technique With Juicy Rewards
2022-11-01,21:52:44,i want top,Something you can say or text to your parent(s) that lets them know you need out of a situation.
2022-11-01,21:53:00,my heart is broken,"If you want to solve a problem, you need to comprehend it first."
2022-11-01,21:53:17,meaning,Stress is a feeling of emotional or physical tension.
2022-11-01,21:53:31,there are a lot of assignments,Dont Procastinate
2022-11-01,21:53:43,it is very bored,Something went wrong?
2022-11-01,21:53:57,there is a lot of study,Know purpose of your education
2022-11-03,15:35:56,entered,entered
2022-11-03,16:01:19,entered,entered
2022-11-03,21:25:00,entered,entered
2022-11-03,21:26:21,entered,entered
2022-11-03,21:28:19,entered,entered
2022-11-03,21:29:00,i am unable to sleep,Drink enough water to relax your digestive System.
2022-11-03,22:50:37,entered,entered
2022-11-03,22:51:32,good evening sir,Hi
2022-11-03,22:51:53,my friend ashok,Have friends with similar values and beliefs.  It is easier to say 'no' if someone else is also saying it.  Saying “no” together makes it easier for the both of you.
2022-11-03,22:59:03,entered,entered
2022-11-03,23:02:29,entered,entered
2022-11-03,23:40:53,entered,entered
2022-11-03,23:42:20,hai,cool..!
2022-11-03,23:42:33,how are you,"I am doing well, thanks"
2022-11-03,23:44:14,entered,entered
2022-11-03,23:44:57,what is stress,Stress is a condition of mental pressure for particular individual facing problems from environmental and social well-being which leads to so many diseases
2022-11-04,11:50:56,entered,entered
2022-11-04,11:53:24,how are you,"Watching a movie, what about you ?"
2022-11-04,11:53:52,i am feeling nervous,Sleep  hygiene  must  be  maintained. Stimulants  must  be  avoided  before  sleep.
2022-11-04,11:54:15,what is stress,Stress is a condition of mental pressure for particular individual facing problems from environmental and social well-being which leads to so many diseases
2022-11-04,11:55:48,entered,entered
2022-11-04,11:56:17,entered,entered
2022-11-04,11:57:04,what is stress,"Stress constitutes a complex process that is activated by a physical or mental threat to the individuals’ homeostasis, comprising a set of diverse psychological, physiological and behavioral responses"
2022-11-04,11:57:30,i cannot sleep,"Listen first !!
1. Don't Use mobile before sleep
2. Just Relax and listen songs or you can meditate for some time
3. Try to maintain your sleeping"
2022-11-04,23:11:40,entered,entered
2022-11-04,23:33:53,entered,entered
2022-11-04,23:35:24,i am unable to sleep,"Be Patient, Close your Eyes."
2022-11-04,23:35:42,i have no friends,"Search on Internet
There are lot of things to learn
But Worries I am here for you!!"
2022-11-04,23:35:58,my heart is broken,"look for common ground, and compromise that you are both happy with"
2022-11-04,23:39:56,entered,entered
2022-11-04,23:45:19,entered,entered
2022-11-05,10:16:26,entered,entered
